Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
2/8/2024,Thursday,February,Q1,2024,EQ,4090.00,4158.00,4086.05,4083.40,4137.85,4134.10,4122.74,4158.00,3070.25,2345173,212471
2/7/2024,Wednesday,February,Q1,2024,EQ,4153.00,4155.00,4073.95,4136.00,4085.00,4083.40,4115.33,4155.00,3070.25,2124267,177689
2/6/2024,Tuesday,February,Q1,2024,EQ,3997.00,4149.90,3990.00,3973.30,4129.35,4136.00,4106.33,4149.90,3070.25,4474396,325723
2/5/2024,Monday,February,Q1,2024,EQ,3983.00,4022.00,3962.10,3966.30,3966.95,3973.30,3996.07,4022.00,3070.25,1691523,156341
2/2/2024,Friday,February,Q1,2024,EQ,3875.05,3984.40,3872.00,3854.15,3959.20,3966.30,3944.48,3984.40,3070.25,2826510,271200
2/1/2024,Thursday,February,Q1,2024,EQ,3820.00,3904.90,3805.05,3815.95,3842.65,3854.15,3863.88,3965.00,3070.25,2363107,200156
1/31/2024,Wednesday,January,Q1,2024,EQ,3811.20,3834.00,3796.45,3800.55,3804.00,3815.95,3814.91,3965.00,3070.25,2459358,166663
1/30/2024,Tuesday,January,Q1,2024,EQ,3807.45,3847.80,3787.00,3801.00,3801.40,3800.55,3816.76,3965.00,3070.25,1411621,96931
1/29/2024,Monday,January,Q1,2024,EQ,3800.80,3820.00,3780.85,3810.30,3807.00,3801.00,3798.49,3965.00,3070.25,1646747,114028
1/25/2024,Thursday,January,Q1,2024,EQ,3839.90,3861.00,3778.70,3841.80,3807.00,3810.30,3803.09,3965.00,3070.25,2205154,186169
1/24/2024,Wednesday,January,Q1,2024,EQ,3880.00,3883.65,3805.60,3858.25,3859.40,3841.80,3842.01,3965.00,3070.25,2657709,119466
1/23/2024,Tuesday,January,Q1,2024,EQ,3900.00,3933.90,3842.75,3860.65,3860.05,3858.25,3881.80,3965.00,3070.25,2618854,214176
1/20/2024,Saturday,January,Q1,2024,EQ,3948.00,3955.65,3855.55,3943.05,3859.30,3860.65,3896.81,3965.00,3070.25,516477,47373
1/19/2024,Friday,January,Q1,2024,EQ,3945.00,3963.55,3915.05,3902.60,3947.00,3943.05,3942.73,3965.00,3070.25,2941975,272591
1/18/2024,Thursday,January,Q1,2024,EQ,3898.00,3908.80,3862.00,3884.60,3902.00,3902.60,3887.98,3965.00,3070.25,2239110,200495
1/17/2024,Wednesday,January,Q1,2024,EQ,3819.00,3909.95,3812.55,3861.30,3880.00,3884.60,3882.57,3965.00,3070.25,3458696,161556
1/16/2024,Tuesday,January,Q1,2024,EQ,3899.00,3899.00,3855.55,3903.80,3861.05,3861.30,3873.57,3965.00,3070.25,1432672,157027
1/15/2024,Monday,January,Q1,2024,EQ,3960.00,3965.00,3885.00,3882.80,3902.00,3903.80,3922.67,3965.00,3070.25,2801505,265310
1/12/2024,Friday,January,Q1,2024,EQ,3848.00,3905.25,3821.60,3735.55,3881.90,3882.80,3873.63,3929.00,3070.25,6813450,337824
1/11/2024,Thursday,January,Q1,2024,EQ,3724.00,3773.00,3707.00,3713.05,3726.70,3735.55,3738.42,3929.00,3070.25,1777909,135916
1/10/2024,Wednesday,January,Q1,2024,EQ,3690.00,3729.25,3688.00,3689.90,3707.05,3713.05,3706.94,3929.00,3070.25,1292227,111912
1/9/2024,Tuesday,January,Q1,2024,EQ,3709.95,3752.35,3682.75,3678.30,3696.00,3689.90,3716.16,3929.00,3070.25,1370944,112174
1/8/2024,Monday,January,Q1,2024,EQ,3737.90,3739.75,3672.40,3737.90,3680.85,3678.30,3696.43,3929.00,3070.25,1067805,137547
1/5/2024,Friday,January,Q1,2024,EQ,3675.00,3747.75,3674.85,3666.80,3738.60,3737.90,3721.70,3929.00,3070.25,1963127,155406
1/4/2024,Thursday,January,Q1,2024,EQ,3701.75,3719.00,3651.00,3691.75,3668.60,3666.80,3668.32,3929.00,3070.25,3598144,220494
1/3/2024,Wednesday,January,Q1,2024,EQ,3767.00,3771.85,3687.05,3783.20,3692.60,3691.75,3711.76,3929.00,3070.25,1803075,208012
1/2/2024,Tuesday,January,Q1,2024,EQ,3811.10,3811.10,3767.25,3811.10,3781.15,3783.20,3787.05,3929.00,3070.25,1344068,133902
1/1/2024,Monday,January,Q1,2024,EQ,3790.00,3832.00,3773.00,3793.40,3803.00,3811.10,3804.27,3929.00,3070.25,825907,94008
12/29/2023,Friday,December,Q4,2023,EQ,3792.00,3822.60,3765.40,3799.90,3800.00,3793.40,3796.92,3929.00,3070.25,1574996,131434
12/28/2023,Thursday,December,Q4,2023,EQ,3824.00,3838.00,3792.10,3811.20,3796.15,3799.90,3811.22,3929.00,3070.25,1682889,133761
12/27/2023,Wednesday,December,Q4,2023,EQ,3799.00,3818.20,3768.00,3795.55,3808.00,3811.20,3792.62,3929.00,3070.25,1293976,135647
12/26/2023,Tuesday,December,Q4,2023,EQ,3819.85,3834.00,3790.15,3824.00,3798.10,3795.55,3806.25,3929.00,3070.25,1285231,105834
12/22/2023,Friday,December,Q4,2023,EQ,3800.00,3845.95,3762.00,3787.50,3814.00,3824.00,3805.11,3929.00,3070.25,2413058,210826
12/21/2023,Thursday,December,Q4,2023,EQ,3756.25,3806.70,3743.35,3780.05,3796.65,3787.50,3783.40,3929.00,3070.25,1517562,141897
12/20/2023,Wednesday,December,Q4,2023,EQ,3827.25,3898.80,3766.55,3816.20,3774.00,3780.05,3841.02,3929.00,3070.25,2586083,173222
12/19/2023,Tuesday,December,Q4,2023,EQ,3845.00,3855.10,3790.00,3859.20,3808.00,3816.20,3814.98,3929.00,3070.25,2004435,133647
12/18/2023,Monday,December,Q4,2023,EQ,3858.10,3929.00,3830.15,3861.00,3856.00,3859.20,3872.72,3929.00,3070.25,2521612,178532
12/15/2023,Friday,December,Q4,2023,EQ,3666.70,3895.95,3666.70,3667.25,3871.00,3861.00,3810.10,3895.95,3070.25,8531230,363820
12/14/2023,Thursday,December,Q4,2023,EQ,3630.00,3678.00,3627.60,3593.55,3670.00,3667.25,3664.15,3698.40,3070.25,3290396,217977
12/13/2023,Wednesday,December,Q4,2023,EQ,3643.55,3650.00,3563.00,3672.10,3597.00,3593.55,3596.72,3698.40,3070.25,3850968,307799
12/12/2023,Tuesday,December,Q4,2023,EQ,3638.95,3698.40,3631.00,3642.90,3665.50,3672.10,3673.19,3698.40,3070.25,2236866,193557
12/11/2023,Monday,December,Q4,2023,EQ,3622.90,3653.00,3615.00,3626.70,3643.00,3642.90,3638.96,3679.00,3070.25,1102503,79129
12/8/2023,Friday,December,Q4,2023,EQ,3633.00,3645.00,3602.05,3614.90,3625.00,3626.70,3622.26,3679.00,3070.25,1641155,111965
12/7/2023,Thursday,December,Q4,2023,EQ,3605.00,3630.55,3591.70,3604.10,3618.00,3614.90,3615.53,3679.00,3070.25,1967653,169670
12/6/2023,Wednesday,December,Q4,2023,EQ,3532.60,3612.85,3525.15,3531.60,3600.60,3604.10,3573.48,3679.00,3070.25,1896572,109178
12/5/2023,Tuesday,December,Q4,2023,EQ,3538.00,3538.00,3502.80,3512.45,3533.60,3531.60,3520.66,3679.00,3070.25,1377656,74749
12/4/2023,Monday,December,Q4,2023,EQ,3544.65,3547.80,3498.00,3511.65,3514.45,3512.45,3514.58,3679.00,3070.25,1625213,105864
12/1/2023,Friday,December,Q4,2023,EQ,3500.00,3516.95,3490.05,3487.60,3512.00,3511.65,3503.53,3679.00,3070.25,1172141,90309
11/30/2023,Thursday,November,Q4,2023,EQ,3499.45,3516.65,3481.00,3513.75,3487.90,3487.60,3492.69,3679.00,3070.25,3266235,136958
11/29/2023,Wednesday,November,Q4,2023,EQ,3481.00,3518.00,3475.80,3470.15,3514.60,3513.75,3503.48,3679.00,3070.25,1441634,140282
11/28/2023,Tuesday,November,Q4,2023,EQ,3457.10,3481.25,3433.00,3457.10,3473.30,3470.15,3454.10,3679.00,3070.25,1689195,120747
11/24/2023,Friday,November,Q4,2023,EQ,3494.25,3504.55,3453.00,3508.25,3454.00,3457.10,3474.52,3679.00,3070.25,1989733,137682
11/23/2023,Thursday,November,Q4,2023,EQ,3530.00,3544.00,3500.00,3530.15,3507.00,3508.25,3516.84,3679.00,3070.25,2729804,170315
11/22/2023,Wednesday,November,Q4,2023,EQ,3500.00,3532.65,3481.10,3510.20,3530.50,3530.15,3510.71,3679.00,3070.25,1798051,121170
11/21/2023,Tuesday,November,Q4,2023,EQ,3519.60,3539.05,3501.00,3519.60,3510.00,3510.20,3525.61,3679.00,3070.25,1807236,141954
11/20/2023,Monday,November,Q4,2023,EQ,3491.25,3533.90,3491.25,3502.45,3520.00,3519.60,3518.20,3679.00,3070.25,1475621,133758
11/17/2023,Friday,November,Q4,2023,EQ,3497.85,3524.50,3492.55,3497.85,3499.00,3502.45,3510.08,3679.00,3070.25,2021292,159877
11/16/2023,Thursday,November,Q4,2023,EQ,3430.05,3529.35,3414.20,3404.30,3497.00,3497.85,3484.46,3679.00,3070.25,3951984,256300
11/15/2023,Wednesday,November,Q4,2023,EQ,3383.10,3413.00,3356.05,3331.55,3408.60,3404.30,3390.15,3679.00,3070.25,2059802,117652
11/13/2023,Monday,November,Q4,2023,EQ,3356.00,3356.00,3327.00,3357.30,3332.00,3331.55,3333.43,3679.00,3070.25,1030990,92128
11/12/2023,Sunday,November,Q4,2023,EQ,3350.00,3359.00,3345.00,3333.45,3358.90,3357.30,3355.70,3679.00,3070.25,173346,22226
11/10/2023,Friday,November,Q4,2023,EQ,3338.00,3347.45,3322.35,3347.45,3341.00,3333.45,3331.70,3679.00,3070.25,1338557,93667
11/9/2023,Thursday,November,Q4,2023,EQ,3390.10,3391.50,3342.05,3381.55,3350.00,3347.45,3363.59,3679.00,3070.25,2112352,146431
11/8/2023,Wednesday,November,Q4,2023,EQ,3371.45,3401.95,3369.55,3370.45,3382.65,3381.55,3387.91,3679.00,3070.25,992899,91615
11/7/2023,Tuesday,November,Q4,2023,EQ,3378.00,3404.15,3366.00,3380.25,3371.55,3370.45,3378.26,3679.00,3070.25,1191144,82322
11/6/2023,Monday,November,Q4,2023,EQ,3375.00,3392.30,3359.00,3350.90,3385.00,3380.25,3374.03,3679.00,3070.25,1099852,69041
11/3/2023,Friday,November,Q4,2023,EQ,3382.00,3387.90,3344.30,3360.10,3351.00,3350.90,3362.79,3679.00,3070.25,1402598,111516
11/2/2023,Thursday,November,Q4,2023,EQ,3343.20,3375.95,3343.20,3330.65,3363.00,3360.10,3363.98,3679.00,3070.25,1245384,97073
11/1/2023,Wednesday,November,Q4,2023,EQ,3355.00,3371.60,3311.00,3368.75,3311.40,3330.65,3347.22,3679.00,3070.25,1563475,112623
10/31/2023,Tuesday,October,Q4,2023,EQ,3399.00,3399.00,3350.05,3378.55,3371.80,3368.75,3368.00,3679.00,3070.25,999811,109355
10/30/2023,Monday,October,Q4,2023,EQ,3350.00,3382.85,3333.75,3350.95,3381.00,3378.55,3368.57,3679.00,3070.25,910972,74251
10/27/2023,Friday,October,Q4,2023,EQ,3350.00,3362.00,3337.00,3336.75,3350.00,3350.95,3351.03,3679.00,3070.25,1108851,112673
10/26/2023,Thursday,October,Q4,2023,EQ,3368.05,3373.70,3330.00,3390.10,3331.80,3336.75,3346.35,3679.00,3070.25,1984471,203800
10/25/2023,Wednesday,October,Q4,2023,EQ,3390.50,3425.00,3377.20,3410.15,3390.55,3390.10,3398.15,3679.00,3070.25,1518537,133032
10/23/2023,Monday,October,Q4,2023,EQ,3473.00,3478.95,3401.30,3494.55,3409.15,3410.15,3442.60,3679.00,3070.25,1106272,126787
10/20/2023,Friday,October,Q4,2023,EQ,3450.40,3499.50,3444.05,3455.65,3491.85,3494.55,3485.40,3679.00,3070.25,1481211,142361
10/19/2023,Thursday,October,Q4,2023,EQ,3469.50,3476.85,3451.90,3487.25,3454.80,3455.65,3461.86,3679.00,3070.25,1514545,164438
10/18/2023,Wednesday,October,Q4,2023,EQ,3511.00,3522.70,3484.00,3507.05,3492.50,3487.25,3500.28,3679.00,3070.25,1408245,147692
10/17/2023,Tuesday,October,Q4,2023,EQ,3530.00,3534.15,3503.35,3524.05,3509.00,3507.05,3516.16,3679.00,3070.25,1672065,125942
10/16/2023,Monday,October,Q4,2023,EQ,3566.00,3574.65,3519.10,3570.85,3521.00,3524.05,3539.03,3679.00,3070.25,1671104,162600
10/13/2023,Friday,October,Q4,2023,EQ,3530.00,3577.00,3525.00,3542.55,3574.30,3570.85,3562.28,3679.00,3005.00,2890357,262330
10/12/2023,Thursday,October,Q4,2023,EQ,3575.00,3588.65,3538.10,3609.90,3543.00,3542.55,3555.40,3679.00,3005.00,4241281,314201
10/11/2023,Wednesday,October,Q4,2023,EQ,3650.00,3650.00,3605.00,3628.90,3613.00,3609.90,3625.72,3679.00,3005.00,2426417,151957
10/10/2023,Tuesday,October,Q4,2023,EQ,3640.05,3648.00,3601.35,3638.35,3629.50,3628.90,3623.90,3679.00,3005.00,1848148,170957
10/9/2023,Monday,October,Q4,2023,EQ,3645.05,3679.00,3631.00,3621.40,3633.00,3638.35,3652.75,3679.00,3005.00,4233074,337303
10/6/2023,Friday,October,Q4,2023,EQ,3591.00,3634.95,3575.05,3589.35,3621.25,3621.40,3606.29,3634.95,2974.00,2075691,157117
10/5/2023,Thursday,October,Q4,2023,EQ,3554.00,3624.00,3551.20,3537.75,3590.00,3589.35,3589.48,3633.75,2974.00,2990768,195202
10/4/2023,Wednesday,October,Q4,2023,EQ,3486.30,3548.00,3477.30,3513.85,3545.00,3537.75,3504.95,3633.75,2974.00,1788138,102259
10/3/2023,Tuesday,October,Q4,2023,EQ,3534.20,3534.20,3480.10,3528.60,3507.10,3513.85,3508.19,3633.75,2974.00,1948148,134041
9/29/2023,Friday,September,Q3,2023,EQ,3537.20,3568.45,3505.55,3536.75,3525.00,3528.60,3536.95,3633.75,2926.10,2243791,134776
9/28/2023,Thursday,September,Q3,2023,EQ,3600.00,3602.80,3527.35,3589.30,3549.00,3536.75,3558.09,3633.75,2926.10,1755753,127091
9/27/2023,Wednesday,September,Q3,2023,EQ,3590.00,3614.00,3555.70,3585.70,3586.00,3589.30,3587.16,3633.75,2926.10,1541134,104230
9/26/2023,Tuesday,September,Q3,2023,EQ,3567.60,3594.95,3536.00,3577.15,3590.00,3585.70,3561.51,3633.75,2926.10,1726062,113798
9/25/2023,Monday,September,Q3,2023,EQ,3602.50,3620.00,3558.65,3603.65,3569.80,3577.15,3579.70,3633.75,2926.10,1238778,82519
9/22/2023,Friday,September,Q3,2023,EQ,3584.00,3633.75,3565.05,3585.30,3604.00,3603.65,3605.09,3633.75,2926.10,1989083,152937
9/21/2023,Thursday,September,Q3,2023,EQ,3588.55,3605.00,3528.00,3606.05,3586.00,3585.30,3559.97,3625.00,2926.10,2004073,151219
9/20/2023,Wednesday,September,Q3,2023,EQ,3580.00,3625.00,3580.00,3606.15,3600.10,3606.05,3612.14,3625.00,2926.10,1649396,127927
9/18/2023,Monday,September,Q3,2023,EQ,3580.05,3619.30,3575.25,3598.30,3605.00,3606.15,3605.10,3619.30,2926.10,1395753,97296
9/15/2023,Friday,September,Q3,2023,EQ,3567.85,3607.35,3562.45,3560.05,3591.55,3598.30,3591.93,3607.35,2926.10,2952897,139252
9/14/2023,Thursday,September,Q3,2023,EQ,3570.05,3597.70,3545.60,3567.85,3562.35,3560.05,3563.35,3597.70,2926.10,2604721,146192
9/13/2023,Wednesday,September,Q3,2023,EQ,3571.10,3588.85,3545.00,3580.80,3561.50,3567.85,3568.13,3589.90,2926.10,1754929,138829
9/12/2023,Tuesday,September,Q3,2023,EQ,3492.00,3589.90,3483.00,3480.65,3572.60,3580.80,3550.35,3589.90,2926.10,4476016,242752
9/11/2023,Monday,September,Q3,2023,EQ,3462.00,3485.70,3445.00,3441.90,3481.00,3480.65,3471.77,3575.00,2926.10,1783604,111418
9/8/2023,Friday,September,Q3,2023,EQ,3455.25,3465.00,3435.05,3455.25,3445.00,3441.90,3446.91,3575.00,2926.10,1518917,88984
9/7/2023,Thursday,September,Q3,2023,EQ,3430.80,3460.00,3422.30,3429.90,3458.00,3455.25,3443.88,3575.00,2926.10,1885092,143528
9/6/2023,Wednesday,September,Q3,2023,EQ,3434.00,3443.90,3398.10,3429.35,3421.60,3429.90,3424.44,3575.00,2926.10,1314818,99523
9/5/2023,Tuesday,September,Q3,2023,EQ,3420.00,3447.00,3405.15,3418.50,3425.65,3429.35,3430.40,3575.00,2926.10,1501842,100120
9/4/2023,Monday,September,Q3,2023,EQ,3378.00,3432.85,3370.05,3379.20,3418.50,3418.50,3405.13,3575.00,2926.10,1828332,114654
9/1/2023,Friday,September,Q3,2023,EQ,3366.00,3389.00,3356.80,3356.80,3374.00,3379.20,3379.92,3575.00,2926.10,1277950,148744
8/31/2023,Thursday,August,Q3,2023,EQ,3401.00,3417.40,3343.65,3390.95,3361.00,3356.80,3369.12,3575.00,2926.10,3417652,125169
8/30/2023,Wednesday,August,Q3,2023,EQ,3398.00,3408.10,3383.05,3376.15,3391.00,3390.95,3397.70,3575.00,2926.10,1188200,83244
8/29/2023,Tuesday,August,Q3,2023,EQ,3381.05,3389.55,3365.00,3375.55,3375.00,3376.15,3375.62,3575.00,2926.10,944517,68937
8/28/2023,Monday,August,Q3,2023,EQ,3394.00,3394.00,3360.10,3381.30,3373.00,3375.55,3374.18,3575.00,2926.10,1037485,80009
8/25/2023,Friday,August,Q3,2023,EQ,3375.00,3385.80,3350.25,3387.75,3374.00,3381.30,3371.84,3575.00,2926.10,1158046,87415
8/24/2023,Thursday,August,Q3,2023,EQ,3408.00,3413.05,3378.10,3398.25,3391.00,3387.75,3392.89,3575.00,2926.10,1152881,83377
8/23/2023,Wednesday,August,Q3,2023,EQ,3388.00,3402.00,3376.00,3382.15,3389.20,3398.25,3392.66,3575.00,2926.10,1330046,74093
8/22/2023,Tuesday,August,Q3,2023,EQ,3400.00,3411.00,3365.05,3401.65,3383.10,3382.15,3379.46,3575.00,2926.10,1222012,105529
8/21/2023,Monday,August,Q3,2023,EQ,3375.00,3409.75,3372.00,3367.10,3400.05,3401.65,3396.90,3575.00,2926.10,1375579,90178
8/18/2023,Friday,August,Q3,2023,EQ,3410.00,3410.00,3356.50,3435.75,3368.00,3367.10,3373.82,3575.00,2926.10,2526749,150157
8/17/2023,Thursday,August,Q3,2023,EQ,3455.00,3460.80,3413.20,3458.40,3425.90,3435.75,3435.28,3575.00,2926.10,1843241,122489
8/16/2023,Wednesday,August,Q3,2023,EQ,3450.00,3466.00,3435.20,3449.85,3450.70,3458.40,3453.07,3575.00,2926.10,1328445,102457
8/14/2023,Monday,August,Q3,2023,EQ,3440.70,3455.00,3411.00,3448.80,3448.00,3449.85,3434.19,3575.00,2926.10,1190425,145261
